Account_ID,Age,Marital_Status,Dependents,Client_Industry,Residency_Zip,State,Account_Status,Annual_Income,Liquidity_Needs,Investment_Experience,Risk_Tolerance,Investment_Goals,Time_Horizon,Exclusions,SRI_Preferences,Tax_Status
cbd41f0a5bc6,37,Married,0,Telecom Tower REITs,05402,VT,True,1235338,Long-Term (5+ years),Experienced,Moderate,Education,Short-term,Exclude Sector: Utilities,No specific preference,Taxable
fed5b2703343,45,Single,0,Home Furnishings,87102,NM,True,561655,Short-Term (3-12 months),Limited,Conservative,Education,Short-term,None,Prefer ESG in: Consumer Staples,Taxable
284062ffffcf,46,Single,4,Hotel & Resort REITs,57501,SD,True,447715,Short-Term (3-12 months),Experienced,Moderate,Philanthropy,Medium-term,Exclude Company: General Mills (GIS) | Campbells Company (The) (CPB) | American Express (AXP),Prefer ESG: Everest Group (EG),Tax-deferred
78da64b68a4a,58,Married,4,Single-Family Residential REITs,02801,RI,True,537426,Medium-Term (1-5 years),Experienced,Aggressive,Income,Short-term,Exclude Industry: Oil & Gas Exploration & Production,No specific preference,Taxable
c9df11a9ed9d,39,Single,2,Automotive Parts & Equipment,88002,NM,True,1727624,Long-Term (5+ years),Experienced,Aggressive,Retirement,Medium-term,Exclude Industry: Integrated Telecommunication Services,Prefer ESG in: Consumer Staples,Tax-deferred
11b181975a73,48,Single,1,Internet Services & Infrastructure,59102,MT,False,791333,Medium-Term (1-5 years),Professional,Conservative,Education,Medium-term,None,Prefer ESG: Targa Resources (TRGP),Tax-deferred
dac63a7bf2d3,34,Married,3,Specialty Chemicals,38101,TN,True,434429,Medium-Term (1-5 years),Moderate,Moderate,Income,Medium-term,Exclude Industry: Life Sciences Tools & Services,"Prefer ESG in: Metal, Glass & Plastic Containers",Taxable
37f6dd5c157e,41,Single,4,Hotel & Resort REITs,90213,CA,False,211581,Long-Term (5+ years),Professional,Moderate,Education,Long-term,Exclude Sector: Consumer Discretionary,No specific preference,Taxable
eb30b8e38e25,56,Married,4,Semiconductor Materials & Equipment,25304,WV,True,1492242,Long-Term (5+ years),Limited,Conservative,Income,Short-term,None,Prefer ESG in: Internet Services & Infrastructure,Tax-deferred
257af1b300a8,65,Single,3,Health Care Distributors,64102,MO,True,911217,Immediate (0-3 months),Moderate,Moderate,Retirement,Long-term,Exclude Company: EOG Resources (EOG) | Seagate Technology (STX),Prefer ESG: American Express (AXP),Tax-deferred
18d04bcfb5f4,33,Married,0,Agricultural Products & Services,48203,MI,True,643920,Long-Term (5+ years),Moderate,Moderate,Retirement,Medium-term,Exclude Company: Ecolab (ECL) | BXP  Inc. (BXP),Prefer ESG in: Information Technology,Taxable
8edd9b02f476,46,Married,0,Homebuilding,74101,OK,True,446668,Immediate (0-3 months),Professional,Aggressive,Retirement,Medium-term,Exclude Sector: Industrials,Prefer ESG in: Utilities,Taxable
1b25f68074cd,53,Married,4,Industrial Machinery & Supplies & Components,05402,VT,True,180535,Medium-Term (1-5 years),Limited,Moderate,Education,Medium-term,Exclude Company: General Mills (GIS),Prefer ESG in: Real Estate,Tax-deferred
1ec7a9a8ab09,79,Married,1,Diversified Support Services,85005,AZ,True,1394227,Medium-Term (1-5 years),Experienced,Conservative,Philanthropy,Long-term,Exclude Industry: Internet Services & Infrastructure,Prefer ESG in: Materials,Taxable
d32dd2ab8a0a,70,Married,0,Other Specialty Retail,25303,WV,True,155858,Short-Term (3-12 months),Moderate,Conservative,Philanthropy,Medium-term,None,Prefer ESG in: Real Estate,Tax-deferred
e26fa8443648,76,Single,0,Health Care Equipment,05405,VT,False,1822023,Immediate (0-3 months),Experienced,Conservative,Retirement,Short-term,Exclude Industry: Consumer Electronics,No specific preference,Tax-deferred
5b6a42859771,69,Married,1,Oil & Gas Refining & Marketing,82001,WY,True,249454,Long-Term (5+ years),Moderate,Conservative,Philanthropy,Long-term,Exclude Sector: Industrials,Prefer ESG: Abbott Laboratories (ABT),Tax-deferred
c3570bda5614,33,Married,3,Health Care Technology,21205,MD,True,297608,Medium-Term (1-5 years),Moderate,Moderate,Retirement,Long-term,Exclude Sector: Communication Services,Prefer ESG: CME Group (CME),Tax-deferred
9f74ca9a5e3d,42,Married,0,Home Furnishings,85301,AZ,True,137550,Short-Term (3-12 months),Experienced,Moderate,Income,Long-term,Exclude Sector: Information Technology,Prefer ESG in: Soft Drinks & Non-alcoholic Beverages,Taxable
cc77e1c80759,61,Married,2,Broadline Retail,07103,NJ,True,288522,Immediate (0-3 months),Moderate,Conservative,Retirement,Medium-term,None,Prefer ESG: Uber (UBER),Tax-deferred
0c08a8467df5,45,Married,2,Data Center REITs,66602,KS,False,298056,Medium-Term (1-5 years),Moderate,Moderate,Retirement,Long-term,None,Prefer ESG in: Consumer Electronics,Taxable
fdc1cb2733c8,26,Married,2,Construction Machinery & Heavy Transportation Equipment,97201,OR,False,568437,Medium-Term (1-5 years),Moderate,Moderate,Retirement,Short-term,Exclude Sector: Real Estate,Prefer ESG in: Commodity Chemicals,Tax-deferred
3c69941c2993,43,Married,3,Electronic Equipment & Instruments,02903,RI,True,1613705,Short-Term (3-12 months),Limited,Conservative,Retirement,Short-term,Exclude Company: EOG Resources (EOG),No specific preference,Tax-deferred
77bb6f63ed81,64,Single,4,Automobile Manufacturers,68502,NE,True,680598,Long-Term (5+ years),Moderate,Conservative,Philanthropy,Medium-term,Exclude Industry: Leisure Products,Prefer ESG in: Systems Software,Tax-deferred
c2f2d23f9d26,78,Married,2,Home Improvement Retail,06102,CT,True,194624,Long-Term (5+ years),Moderate,Conservative,Philanthropy,Medium-term,Exclude Company: PPG Industries (PPG) | DTE Energy (DTE) | Avery Dennison (AVY),Prefer ESG in: Communication Services,Tax-deferred
eab91012ae99,65,Married,2,Rail Transportation,05405,VT,True,109829,Immediate (0-3 months),Experienced,Conservative,Philanthropy,Long-term,None,Prefer ESG in: Utilities,Tax-deferred
e4033dba95ff,58,Single,3,Publishing,87105,NM,False,1676530,Immediate (0-3 months),None,Conservative,Retirement,Medium-term,None,Prefer ESG in: Water Utilities,Taxable
0ab6903d3072,40,Married,4,Interactive Media & Services,05404,VT,True,324411,Long-Term (5+ years),Experienced,Aggressive,Retirement,Medium-term,Exclude Sector: Financials,Prefer ESG in: Reinsurance,Taxable
57b1034f9178,27,Married,2,Brewers,53202,WI,True,175656,Immediate (0-3 months),None,Aggressive,Income,Medium-term,None,Prefer ESG: Agilent Technologies (A),Tax-deferred
9680895f04ac,58,Married,1,Industrial Gases,99501,AK,True,1844540,Short-Term (3-12 months),None,Aggressive,Income,Short-term,Exclude Industry: Heavy Electrical Equipment,Prefer ESG in: Communication Services,Taxable
1fca0fcdb2ce,36,Married,1,"Metal, Glass & Plastic Containers",63103,MO,True,143096,Short-Term (3-12 months),Experienced,Moderate,Philanthropy,Medium-term,None,Prefer ESG in: Materials,Taxable
64126c51cda3,36,Single,2,Telecom Tower REITs,50305,IA,False,124602,Medium-Term (1-5 years),Professional,Aggressive,Education,Medium-term,Exclude Industry: Trading Companies & Distributors,Prefer ESG in: Electronic Equipment & Instruments,Taxable
1ffe29aa7fe7,23,Single,1,Managed Health Care,50304,IA,True,720787,Medium-Term (1-5 years),Moderate,Moderate,Income,Medium-term,None,Prefer ESG: DTE Energy (DTE),Tax-deferred
68c3cc66e31b,65,Married,0,Other Specialty Retail,44101,OH,True,1945482,Short-Term (3-12 months),Experienced,Conservative,Education,Short-term,None,No specific preference,Taxable
46720f0f2181,58,Married,1,Timber REITs,29402,SC,True,239926,Medium-Term (1-5 years),Professional,Conservative,Income,Medium-term,Exclude Company: Alphabet Inc. (Class A) (GOOGL) | Ross Stores (ROST),Prefer ESG: Avery Dennison (AVY),Taxable
a0f76ecf410c,75,Married,1,Construction Materials,33101,FL,True,103545,Short-Term (3-12 months),Experienced,Conservative,Philanthropy,Short-term,None,No specific preference,Taxable
c65c96b71189,50,Married,1,Health Care Distributors,19802,DE,True,395626,Long-Term (5+ years),Moderate,Moderate,Retirement,Medium-term,Exclude Company: Vici Properties (VICI) | ExxonMobil (XOM) | Alliant Energy (LNT),No specific preference,Tax-deferred
91d4d50f5b07,78,Married,4,Oil & Gas Equipment & Services,89702,NV,False,242131,Short-Term (3-12 months),Moderate,Moderate,Philanthropy,Long-term,None,Prefer ESG in: Environmental & Facilities Services,Taxable
284c547eb169,30,Single,1,Homebuilding,03101,NH,True,358977,Short-Term (3-12 months),Moderate,Conservative,Education,Short-term,Exclude Sector: Communication Services,Prefer ESG in: Internet Services & Infrastructure,Taxable
74acc29f5073,23,Married,1,Water Utilities,58103,ND,True,228184,Long-Term (5+ years),Sophisticated,Moderate,Philanthropy,Short-term,None,Prefer ESG in: Utilities,Tax-deferred
54778e5b090b,71,Married,3,Life Sciences Tools & Services,36101,AL,True,653300,Long-Term (5+ years),Moderate,Conservative,Income,Medium-term,None,Prefer ESG in: Agricultural Products & Services,Tax-deferred
b847c85c6688,70,Married,2,Construction & Engineering,68103,NE,True,1500444,Long-Term (5+ years),Sophisticated,Moderate,Income,Long-term,Exclude Company: Advanced Micro Devices (AMD) | Amcor (AMCR),No specific preference,Tax-deferred
94f0f765540a,37,Married,0,Home Improvement Retail,04402,ME,True,587386,Long-Term (5+ years),Limited,Aggressive,Income,Medium-term,Exclude Industry: Integrated Telecommunication Services,Prefer ESG: Exelon (EXC),Tax-deferred
8a3beabb0531,31,Married,3,Homebuilding,49502,MI,True,363952,Short-Term (3-12 months),Limited,Aggressive,Philanthropy,Short-term,Exclude Company: Targa Resources (TRGP) | Ross Stores (ROST),No specific preference,Tax-deferred
17b30bfdefb5,77,Single,3,Consumer Electronics,83202,ID,False,206470,Medium-Term (1-5 years),Experienced,Conservative,Income,Medium-term,Exclude Industry: Self-Storage REITs,Prefer ESG in: Energy,Taxable
52ae016eb6e0,27,Single,0,Industrial REITs,68105,NE,True,435435,Medium-Term (1-5 years),Professional,Conservative,Philanthropy,Medium-term,Exclude Industry: Passenger Airlines,No specific preference,Taxable
daec60576cb5,37,Married,2,Commodity Chemicals,19901,DE,True,474675,Medium-Term (1-5 years),Experienced,Conservative,Retirement,Long-term,Exclude Industry: Gold,Prefer ESG in: Information Technology,Tax-deferred
816d0bed4f74,48,Married,3,Passenger Airlines,89702,NV,True,253997,Medium-Term (1-5 years),Experienced,Conservative,Retirement,Short-term,None,No specific preference,Taxable
4d24fcb057ff,42,Married,2,Food Retail,85004,AZ,True,139133,Long-Term (5+ years),Limited,Moderate,Income,Long-term,Exclude Company: Uber (UBER) | Avery Dennison (AVY),Prefer ESG: EOG Resources (EOG),Taxable
bacf99db6c67,41,Married,4,Passenger Airlines,03102,NH,True,684656,Immediate (0-3 months),Moderate,Aggressive,Retirement,Short-term,Exclude Sector: Financials,Prefer ESG in: Energy,Taxable
7e302e61967e,77,Married,2,Food Distributors,55101,MN,True,307664,Immediate (0-3 months),Experienced,Moderate,Retirement,Short-term,None,No specific preference,Tax-deferred
1322096fc1e8,52,Single,1,Apparel Retail,68101,NE,True,1265561,Medium-Term (1-5 years),None,Aggressive,Retirement,Long-term,Exclude Sector: Industrials,Prefer ESG: Molina Healthcare (MOH),Taxable
0ae713f9579a,50,Married,2,Commodity Chemicals,78702,TX,True,217349,Immediate (0-3 months),Moderate,Conservative,Income,Medium-term,Exclude Company: Advanced Micro Devices (AMD) | Everest Group (EG),Prefer ESG in: Construction & Engineering,Taxable
2b5d6f22d073,43,Single,1,Diversified Banks,06103,CT,True,153550,Immediate (0-3 months),None,Aggressive,Education,Short-term,Exclude Sector: Financials,Prefer ESG: Waters Corporation (WAT),Taxable
5f120174c6fb,26,Married,1,Industrial REITs,30304,GA,True,307177,Immediate (0-3 months),Limited,Aggressive,Income,Medium-term,Exclude Sector: Consumer Staples,Prefer ESG: Keurig Dr Pepper (KDP),Taxable
116f3ab7e15d,51,Married,0,Oil & Gas Refining & Marketing,19904,DE,True,1754991,Immediate (0-3 months),Limited,Conservative,Philanthropy,Medium-term,Exclude Industry: Passenger Airlines,Prefer ESG: Tesla  Inc. (TSLA),Taxable
9cf723fa1221,73,Married,3,Casinos & Gaming,53201,WI,True,117091,Short-Term (3-12 months),Limited,Moderate,Retirement,Medium-term,Exclude Industry: Biotechnology,Prefer ESG in: Health Care,Tax-deferred
e55cfc135927,60,Single,0,Personal Care Products,53205,WI,True,200542,Immediate (0-3 months),Experienced,Conservative,Income,Medium-term,Exclude Sector: Utilities,Prefer ESG in: Advertising,Tax-deferred
70011cb082f2,52,Married,3,Distillers & Vintners,25303,WV,True,316680,Long-Term (5+ years),Moderate,Moderate,Education,Medium-term,Exclude Industry: Advertising,Prefer ESG in: Industrials,Tax-deferred
15b33e734ffb,22,Single,0,Construction Materials,28203,NC,True,719747,Long-Term (5+ years),Moderate,Aggressive,Income,Long-term,Exclude Company: Verisign (VRSN),Prefer ESG: Tesla  Inc. (TSLA),Taxable
5c88cb4a5fb1,71,Single,3,Personal Care Products,39203,MS,True,415804,Long-Term (5+ years),Limited,Moderate,Income,Medium-term,Exclude Sector: Health Care,Prefer ESG in: Insurance Brokers,Taxable
045a0f861b3f,77,Single,2,Footwear,70113,LA,False,1840650,Long-Term (5+ years),Limited,Conservative,Education,Short-term,Exclude Industry: Specialized Consumer Services,Prefer ESG in: Distributors,Taxable
5df0a033bc06,40,Married,3,Restaurants,98104,WA,True,1987252,Medium-Term (1-5 years),Limited,Conservative,Education,Long-term,None,Prefer ESG: Avery Dennison (AVY),Taxable
7086712ddfc6,50,Married,1,Commodity Chemicals,28202,NC,True,228857,Short-Term (3-12 months),Experienced,Aggressive,Philanthropy,Long-term,Exclude Sector: Energy,No specific preference,Tax-deferred
244e9beb717d,43,Married,4,Health Care Supplies,21203,MD,True,725523,Medium-Term (1-5 years),Moderate,Aggressive,Philanthropy,Short-term,Exclude Sector: Real Estate,Prefer ESG: Mondelez International (MDLZ),Tax-deferred
50c62ae9c875,60,Single,1,Heavy Electrical Equipment,84105,UT,True,530868,Immediate (0-3 months),Moderate,Aggressive,Education,Short-term,None,Prefer ESG in: Consumer Staples,Taxable
91502ac7fde1,41,Married,0,Gold,71601,AR,True,170358,Short-Term (3-12 months),Sophisticated,Aggressive,Philanthropy,Medium-term,None,Prefer ESG in: Real Estate,Tax-deferred
fc97ab65e0ad,73,Single,3,Homebuilding,03104,NH,False,1798831,Immediate (0-3 months),Moderate,Conservative,Income,Medium-term,Exclude Company: Fox Corporation (Class A) (FOXA),Prefer ESG in: Air Freight & Logistics,Tax-deferred
71ba933f7128,42,Married,3,Electronic Components,55401,MN,True,136772,Short-Term (3-12 months),Professional,Conservative,Philanthropy,Long-term,Exclude Industry: Broadline Retail,Prefer ESG in: Financials,Taxable
cf99eb26ea9e,29,Single,0,Internet Services & Infrastructure,68103,NE,True,219885,Medium-Term (1-5 years),None,Moderate,Education,Short-term,Exclude Industry: Industrial Gases,Prefer ESG: Waters Corporation (WAT),Tax-deferred
7eb407576fa7,21,Single,1,Broadline Retail,74101,OK,True,670781,Medium-Term (1-5 years),Sophisticated,Aggressive,Income,Long-term,None,Prefer ESG in: Reinsurance,Taxable
21e78840d241,49,Married,3,Human Resource & Employment Services,59105,MT,True,205426,Immediate (0-3 months),Sophisticated,Aggressive,Philanthropy,Medium-term,None,Prefer ESG in: Consumer Staples,Tax-deferred
32312bb442e3,39,Married,2,Financial Exchanges & Data,40203,KY,True,189193,Long-Term (5+ years),Experienced,Aggressive,Income,Short-term,None,Prefer ESG: Estae Lauder Companies (The) (EL),Tax-deferred
c43e094ff580,56,Married,3,Industrial REITs,85302,AZ,False,281652,Immediate (0-3 months),Limited,Conservative,Income,Long-term,Exclude Company: Fox Corporation (Class A) (FOXA) | CF Industries (CF) | Uber (UBER),Prefer ESG in: Air Freight & Logistics,Taxable
94f2799c1dab,49,Single,2,Broadline Retail,03060,NH,True,193053,Long-Term (5+ years),Experienced,Moderate,Income,Medium-term,Exclude Industry: Semiconductors,No specific preference,Taxable
2246296bf288,37,Married,3,Rail Transportation,89103,NV,True,729546,Short-Term (3-12 months),Experienced,Moderate,Retirement,Short-term,Exclude Sector: Industrials,Prefer ESG in: Information Technology,Tax-deferred
2c1d2b6704b6,36,Married,0,Packaged Foods & Meats,21205,MD,True,128655,Immediate (0-3 months),Experienced,Aggressive,Education,Short-term,Exclude Sector: Materials,Prefer ESG in: Insurance Brokers,Taxable
a9c400eaf003,39,Single,4,Reinsurance,23223,VA,True,276029,Short-Term (3-12 months),Professional,Conservative,Retirement,Short-term,Exclude Sector: Consumer Staples,Prefer ESG in: Materials,Tax-deferred
cdab83314988,46,Married,1,Hotel & Resort REITs,98102,WA,True,585088,Short-Term (3-12 months),Moderate,Conservative,Education,Short-term,Exclude Sector: Communication Services,No specific preference,Tax-deferred
e4a9570ea9b0,55,Single,1,Oil & Gas Equipment & Services,28204,NC,True,322159,Immediate (0-3 months),Sophisticated,Moderate,Education,Medium-term,Exclude Company: DTE Energy (DTE) | Old Dominion (ODFL) | Extra Space Storage (EXR),Prefer ESG in: Technology Distributors,Tax-deferred
22f6032de8fd,35,Single,2,Brewers,55102,MN,True,156121,Medium-Term (1-5 years),Moderate,Moderate,Education,Long-term,None,Prefer ESG in: Consumer Discretionary,Tax-deferred
bfc687b218ac,24,Married,2,Food Distributors,33101,FL,True,544429,Medium-Term (1-5 years),Moderate,Conservative,Retirement,Short-term,Exclude Company: Ecolab (ECL) | CF Industries (CF),Prefer ESG in: Movies & Entertainment,Taxable
16db2ee9382a,21,Single,2,Advertising,38601,MS,True,530310,Medium-Term (1-5 years),Moderate,Aggressive,Retirement,Short-term,Exclude Company: Invesco (IVZ),Prefer ESG: Mondelez International (MDLZ),Tax-deferred
8c6a3e482b0c,61,Married,1,Integrated Telecommunication Services,50303,IA,True,952644,Medium-Term (1-5 years),Moderate,Conservative,Income,Medium-term,None,Prefer ESG: Verisign (VRSN),Taxable
